Rank,Player Name,Team,Pos,GP,MIN,Position Group,PTS,PTS_Grade,FG%,FG%_Grade,FT%,FT%_Grade,3P%,3P%_Grade,REB,REB_Grade,AST,AST_Grade,STL,STL_Grade,BLK,BLK_Grade,OVR_Grade
2650,Ethan Morton,Colorado State,G,28,24.0,G,3.4,68,48.7,91,58.3,66,7.7,60,3.2,81,2.4,83,0.9,80,0.4,89,77
2651,Bradey Henige,California Baptist,F,26,11.1,F,3.4,70,60.7,91,55.6,72,0.0,66,2.7,72,0.1,68,0.3,72,0.3,74,73
2652,Wesley Oba,Missouri State,F,31,15.7,F,3.4,70,57.1,88,48.4,67,20.0,77,2.6,71,0.3,70,0.6,80,0.4,76,74
2653,Richard Goods,Hampton,F,31,13.2,F,3.4,70,50.0,80,67.4,81,20.0,77,4.1,79,0.5,73,0.5,77,0.5,78,76
2654,Gicarri Harris,Purdue,G,29,15.3,G,3.4,68,37.6,73,90.9,93,27.3,73,1.6,70,1.0,73,0.3,67,0.2,80,74
2655,Rolyns Aligbe,Southern Illinois,F,29,12.6,F,3.4,70,42.7,72,54.8,72,40.0,89,3.6,76,0.5,73,0.4,74,0.4,76,75
2656,Ishan Sharma,Virginia,G,27,13.4,G,3.4,68,32.2,64,92.9,95,32.9,80,1.4,69,0.9,72,0.2,65,0.1,75,73
2657,Allen Strothers,East Tennessee State,G,30,18.7,G,3.4,68,40.6,78,56.7,65,24.1,69,1.6,70,2.6,85,1.2,86,0.1,75,74
2658,Jed Miller,Montana State,G,30,17.1,G,3.4,68,37.3,72,90.9,93,28.6,74,2.5,76,2.2,82,1.2,86,0.1,75,78
2659,Filip Radakovic,UT Martin,G,28,19.8,G,3.4,68,38.0,73,79.2,84,15.0,60,3.6,84,1.0,73,0.7,76,0.1,75,74
2660,Lamin Sabally,Incarnate Word,F,23,14.7,F,3.4,70,63.6,95,47.1,66,0.0,66,3.0,73,0.5,73,0.4,74,0.3,74,73
2661,Riley Fox,Yale,F,23,9.3,F,3.4,70,44.9,74,0.0,60,41.0,89,1.3,65,0.2,69,0.2,69,0.0,67,70
2662,Tyree Ihenacho,Washington,G,29,21.6,G,3.4,68,40.4,77,63.6,70,13.8,60,2.8,78,2.0,80,0.7,76,0.4,89,74
2663,Jah Quinones,Mercer,G,29,14.4,G,3.4,68,30.6,61,43.5,60,25.0,70,2.0,73,1.4,76,0.5,71,0.1,75,69
2664,Kevin Patton Jr.,Southern California,G,24,8.6,G,3.4,68,56.4,99,59.1,67,35.3,83,1.3,68,0.5,69,0.4,69,0.5,93,77
2665,Kadar Waller,Cal State Bakersfield,G,30,18.4,G,3.4,68,44.0,83,74.4,79,40.0,88,1.9,72,1.8,79,1.1,84,0.0,71,78
2666,Noah Taitz,Utah Valley,G,22,10.1,G,3.4,68,51.0,95,100.0,99,45.7,95,1.1,67,0.7,70,0.2,65,0.1,75,79
2667,Rubin Jones,Michigan,G,25,20.6,G,3.4,68,34.5,68,66.7,73,25.9,71,2.5,76,1.4,76,0.8,78,0.2,80,73
2668,Trey Hicks,Longwood,F,25,8.1,F,3.4,70,58.3,89,84.8,93,0.0,66,1.8,67,0.2,69,0.1,66,0.3,74,74
2669,Jake Davis,Illinois,F,28,10.0,F,3.4,70,43.2,72,50.0,68,36.1,86,1.5,66,0.3,70,0.0,63,0.1,69,70
2670,Blake Daberkow,Idaho State,F,28,11.0,F,3.4,70,40.6,69,53.8,71,17.2,75,1.6,67,0.5,73,0.3,72,0.5,78,71
2671,Finley Sheridan,Stetson,F,31,11.7,F,3.4,70,48.2,78,63.2,78,34.5,85,2.3,70,0.4,72,0.3,72,0.3,74,74
2672,Malek Gomma,Seattle U,F,23,14.5,F,3.3,70,58.2,89,50.0,68,0.0,66,3.4,75,0.5,73,0.4,74,0.2,71,73
2673,Erik Taylor,Sam Houston,G,23,11.7,G,3.3,68,43.3,82,84.6,88,43.8,93,0.9,65,0.8,71,0.5,71,0.0,71,76
2674,Andre Lorentsson,Toledo,F,29,14.2,F,3.3,70,39.5,68,73.7,85,33.3,85,1.8,67,0.4,72,0.4,74,0.0,67,73
2675,Andrew Welage,Wright State,G,29,12.9,G,3.3,68,37.5,73,77.8,82,33.8,81,1.3,68,0.8,71,0.2,65,0.1,75,72
2676,Di'Andre Howell-South,Wagner,G,24,14.5,G,3.3,68,33.7,66,63.6,70,25.0,70,2.3,75,1.2,74,1.0,82,0.1,75,72
2677,Justin Ray,Monmouth,G,30,8.8,G,3.3,68,42.2,80,75.0,80,36.4,84,0.7,64,0.3,67,0.2,65,0.1,75,72
2678,Nate Ferguson,Drake,F,28,10.2,F,3.3,70,66.1,97,50.0,68,0.0,66,1.7,67,0.2,69,0.4,74,0.0,67,72
2679,David Thomas,DePaul,G,22,12.3,G,3.3,68,43.3,82,75.0,80,29.0,75,0.9,65,0.8,71,0.4,69,0.2,80,73
2680,Raymond Somerville,Delaware State,C,27,12.1,C,3.3,71,60.6,83,50.0,72,0.0,73,2.2,70,0.4,73,0.4,79,0.6,75,74
2681,Parker Friedrichsen,Wake Forest,G,28,15.0,G,3.3,68,32.2,64,83.3,87,25.0,70,1.1,67,0.6,70,0.6,74,0.0,71,71
2682,Daniel Braster,Alcorn State,G,21,10.8,G,3.3,68,41.8,80,60.0,67,22.2,67,2.0,73,0.6,70,0.3,67,0.2,80,71
2683,Abou Magassa,Wyoming,F,29,15.4,F,3.3,70,74.5,99,43.3,63,0.0,66,3.8,77,0.2,69,0.2,69,0.4,76,73
2684,Dani Pounds,Old Dominion,F,26,9.2,F,3.3,70,28.0,60,59.4,75,20.4,77,2.0,68,0.3,70,0.4,74,0.2,71,70
2685,Jose Cuello,Maryland Eastern Shore,G,26,14.7,G,3.3,68,34.6,68,60.0,67,34.7,82,1.5,69,1.2,74,0.4,69,0.0,71,71
2686,Jordan Brinson,Cal State Northridge,G,23,15.1,G,3.3,68,26.8,60,74.4,79,25.8,71,2.5,76,1.6,77,0.7,76,0.0,71,72
2687,Michael Rogan,Fairfield,G,23,13.7,G,3.3,68,40.6,78,57.1,65,40.5,89,1.7,71,0.7,70,0.3,67,0.0,71,72
2688,Kernan Bundy,Iona,G,27,15.6,G,3.3,68,39.7,76,83.3,87,42.9,92,2.9,79,1.1,73,0.6,74,0.1,75,78
2689,Wyatt Nausadis,American,G,31,12.9,G,3.3,68,32.7,65,66.7,73,25.8,71,1.1,67,0.9,72,0.6,74,0.0,71,70
2690,Thierno Sylla,Stephen F. Austin,F,24,9.6,F,3.3,70,37.3,66,65.2,79,25.0,80,2.7,72,0.4,72,0.3,72,0.6,80,73
2691,Mihailo Boskovic,BYU,F,24,10.5,F,3.3,70,40.0,69,81.0,91,24.3,80,1.6,67,0.4,72,0.3,72,0.1,69,73
2692,Deshaun Jackson Jr.,Mercer,G,24,12.8,G,3.3,68,45.9,86,43.8,60,33.3,80,1.4,69,1.5,76,0.9,80,0.5,93,76
2693,Dillan Baker,Northern Arizona,G,29,13.2,G,3.2,67,35.5,69,80.0,84,26.7,72,1.7,71,0.4,68,0.2,65,0.1,75,71
2694,Braelon Green,Bowling Green,G,26,15.7,G,3.2,67,40.5,77,53.8,62,13.3,60,2.0,73,1.6,77,0.3,67,0.1,75,69
2695,Luke Hunger,Northwestern,F,22,13.1,F,3.2,70,39.5,68,62.5,77,11.1,72,2.5,71,1.3,84,0.0,63,0.1,69,71
2696,Andrew Ball,Monmouth,G,31,11.1,G,3.2,67,38.9,75,100.0,99,29.4,75,2.9,79,0.3,67,0.1,63,0.5,93,77
2697,Justin Begg,George Mason,G,27,10.3,G,3.2,67,39.5,76,68.4,74,32.6,79,0.8,65,1.3,75,0.5,71,0.0,71,72
2698,Stone Hutchings,Utah Tech,G,27,7.3,G,3.2,67,48.6,91,56.3,64,36.4,84,1.0,66,0.2,67,0.3,67,0.0,71,72
2699,Harrison Carrington,Colorado,G,27,9.6,G,3.2,67,59.1,99,80.6,85,33.3,80,1.4,69,0.2,67,0.3,67,0.2,80,76
2700,Josh Gray,Missouri,C,28,15.6,C,3.2,71,57.1,79,53.2,74,33.3,88,5.1,81,0.6,76,0.3,76,0.4,72,77
2701,Mambourou Mara,North Dakota,F,28,12.5,F,3.2,70,51.5,81,61.5,77,36.4,87,1.7,67,0.4,72,0.2,69,0.5,78,75
2702,Clance Crosby,Alabama A&M,F,28,9.1,F,3.2,70,60.3,91,51.3,69,0.0,66,2.0,68,0.3,70,0.3,72,0.4,76,72
2703,Henry Abraham,Coastal Carolina,G,29,15.2,G,3.2,67,29.8,60,68.4,74,32.4,79,1.9,72,1.2,74,0.1,63,0.0,71,70
2704,Jeremiah Evans,Louisiana,F,29,9.4,F,3.2,70,43.9,73,55.6,72,11.1,72,2.2,69,0.2,69,0.3,72,0.6,80,72
2705,Siem Uijtendaal,Youngstown State,G,30,14.9,G,3.2,67,34.9,68,65.0,72,39.7,88,1.8,72,0.9,72,0.5,71,0.1,75,73
2706,Augustus Gerhart,Penn,F,25,14.7,F,3.2,70,58.5,89,60.0,75,0.0,66,3.6,76,0.8,77,0.2,69,0.4,76,74
2707,Trevion LaBeaux,East Carolina,F,27,21.6,F,3.2,70,49.2,79,56.5,73,36.0,86,4.2,79,1.1,81,0.7,82,1.0,88,79
2708,Jaylan Ouwinga,Toledo,F,28,12.3,F,3.2,70,50.0,80,63.6,78,50.0,94,2.1,69,0.5,73,0.3,72,0.5,78,76
2709,Kyle Edison,Southeastern Louisiana,G,28,10.8,G,3.2,67,36.4,71,64.0,71,41.5,90,1.6,70,0.6,70,0.6,74,0.1,75,73
2710,Anthony Leal,Indiana,G,23,19.7,G,3.2,67,55.3,99,63.2,70,41.2,90,2.5,76,1.8,79,1.0,82,0.4,89,81
2711,Jalen Jackson,Western Kentucky,G,29,20.1,G,3.2,67,35.2,69,65.8,72,15.8,60,1.9,72,2.1,81,1.2,86,0.2,80,73
2712,Louis Hutchinson,Grambling State,G,24,12.8,G,3.2,67,32.9,65,80.0,84,21.1,65,1.7,71,0.3,67,0.1,63,0.2,80,70
2713,Collin Tanner,Richmond,G,30,16.8,G,3.2,67,39.4,76,80.0,84,31.0,77,2.2,74,0.6,70,0.6,74,0.2,80,75
2714,Mor Seck,Fresno State,C,28,14.4,C,3.1,71,42.9,62,64.7,83,0.0,73,3.2,74,0.1,70,0.2,73,0.5,74,72
2715,Michael Belle,VCU,G,29,13.5,G,3.1,67,45.5,86,39.1,60,7.4,60,3.0,80,0.9,72,0.3,67,0.3,84,72
2716,Troy Hupstead,UT Arlington,F,23,8.8,F,3.1,70,45.8,75,78.6,89,33.3,85,2.6,71,0.3,70,0.2,69,0.2,71,75
2717,Darius Duffy,Milwaukee,F,31,16.4,F,3.1,70,81.8,99,33.3,60,0.0,66,2.5,71,0.2,69,0.5,77,0.8,84,74
2718,Trent Scott,Morehead State,G,24,13.8,G,3.1,67,45.5,86,41.7,60,0.0,60,2.4,76,1.1,73,0.7,76,0.0,71,71
2719,Diogo Seixas,Central Arkansas,F,32,16.7,F,3.1,70,31.1,60,53.2,71,17.3,76,2.3,70,0.9,78,0.4,74,0.0,67,70
2720,David Wilkerson,Youngstown State,G,25,7.8,G,3.1,67,40.5,77,66.7,73,27.6,73,1.3,68,0.8,71,0.3,67,0.0,71,70
2721,Braxton Meah,Nebraska,C,26,14.2,C,3.1,71,77.3,99,44.8,68,0.0,73,3.5,75,0.7,77,0.3,76,0.5,74,76
2722,Noah Barnett,Vermont,F,27,12.6,F,3.1,70,69.4,99,80.0,90,0.0,66,2.4,70,0.3,70,0.3,72,0.2,71,76
2723,Bostyn Holt,Florida State,G,27,13.0,G,3.1,67,46.8,88,61.8,69,29.4,75,1.2,67,1.3,75,0.4,69,0.1,75,73
2724,Cade Hornecker,Abilene Christian,F,28,9.0,F,3.1,70,44.3,73,43.8,64,16.7,75,2.1,69,0.3,70,0.3,72,0.2,71,70
2725,Jesaiah McWright,Tulsa,G,29,15.1,G,3.1,67,37.9,73,42.9,60,34.1,81,1.0,66,0.7,70,0.6,74,0.1,75,70
2726,Hunter Adam,Davidson,G,29,14.4,G,3.1,67,54.8,99,50.0,60,44.1,93,2.3,75,0.5,69,0.3,67,0.3,84,76
2727,Darik Dissette,North Dakota State,G,30,10.6,G,3.1,67,69.8,99,73.1,78,0.0,60,2.0,73,0.2,67,0.2,65,0.1,75,73
2728,Chris Lockett Jr.,Boise State,G,22,13.0,G,3.1,67,31.3,62,71.4,77,28.2,74,1.5,69,1.0,73,0.4,69,0.0,71,70
2729,David Rochester,Brown,G,22,9.9,G,3.1,67,37.7,73,85.2,89,25.0,70,1.7,71,0.3,67,0.4,69,0.2,80,73
2730,Dean Reiber,Charlotte,F,27,13.7,F,3.1,70,40.9,70,44.4,64,17.5,76,2.3,70,1.1,81,0.3,72,0.3,74,72
2731,Patrick Suemnick,Oklahoma State,F,28,11.4,F,3.1,70,53.3,83,44.0,64,0.0,66,2.1,69,0.2,69,0.2,69,0.3,74,70
2732,Trey Horton,UTEP,G,28,11.2,G,3.1,67,34.5,68,80.0,84,30.3,76,1.3,68,0.5,69,0.5,71,0.1,75,72
2733,Miles White,Lipscomb,G,31,13.8,G,3.1,67,35.6,69,68.8,75,33.3,80,2.3,75,0.5,69,0.5,71,0.3,84,73
2734,Alphonzo Billups III,VCU,G,22,7.3,G,3.0,67,38.5,74,100.0,99,30.6,77,1.0,66,0.4,68,0.3,67,0.0,71,73
2735,Latif Diouf,Chattanooga,F,24,9.7,F,3.0,69,41.3,70,64.5,79,9.1,71,2.5,71,0.9,78,0.2,69,0.2,71,72
2736,Zander Yates,Liberty,F,26,7.3,F,3.0,69,45.0,74,37.5,60,42.3,90,1.2,65,0.4,72,0.2,69,0.0,67,70
2737,Damarius Owens,Marquette,F,26,10.5,F,3.0,69,35.3,64,90.9,98,36.7,87,1.3,65,0.5,73,0.4,74,0.2,71,75
2738,Nick Krass,Tarleton State,G,26,19.7,G,3.0,67,34.1,67,72.2,78,23.1,68,2.0,73,0.9,72,0.8,78,0.2,80,72
2739,Cantia Rahming,South Alabama,F,28,11.1,F,3.0,69,55.9,86,53.3,71,30.0,83,3.3,75,0.5,73,0.4,74,0.3,74,75
2740,Landon Moore,Butler,G,29,16.6,G,3.0,67,30.8,62,70.3,76,13.0,60,1.7,71,1.4,76,0.3,67,0.2,80,69
2741,Caden Diggs,Old Dominion,F,31,11.1,F,3.0,69,37.1,66,82.1,91,25.0,80,1.4,66,0.4,72,0.3,72,0.0,67,72
2742,Dante Wilcox,FIU,F,27,15.5,F,3.0,69,42.9,72,83.9,93,20.0,77,2.6,71,0.8,77,0.2,69,0.4,76,75
2743,John Hugley IV,Xavier,F,29,10.1,F,3.0,69,51.9,82,62.2,77,57.1,98,2.0,68,0.8,77,0.0,63,0.1,69,75
2744,Isaiah Folkes,Charlotte,G,28,13.8,G,3.0,67,44.9,85,56.5,64,11.1,60,2.1,74,1.6,77,0.7,76,0.0,71,71
2745,Chancellor White,Louisiana,G,29,9.0,G,3.0,67,37.5,73,42.9,60,32.7,79,1.3,68,0.2,67,0.1,63,0.0,71,68
2746,William Kyle III,UCLA,F,27,9.9,F,3.0,69,72.9,99,36.7,60,0.0,66,1.9,68,0.5,73,0.2,69,0.6,80,73
2747,Jimmy Oladokun Jr.,Rice,F,29,9.4,F,3.0,69,46.2,76,39.5,61,0.0,66,2.6,71,0.3,70,0.2,69,0.2,71,69
2748,Jack Edelen,Western Kentucky,G,24,11.9,G,3.0,67,39.1,75,58.3,66,35.7,83,0.8,65,0.8,71,0.5,71,0.0,71,71
2749,Emmanuel Ugbo,Boise State,F,28,9.1,F,3.0,69,50.0,80,73.1,85,21.4,78,2.1,69,0.2,69,0.1,66,0.3,74,73
2750,Jon Mani,Denver,G,29,13.9,G,3.0,67,33.7,66,47.1,60,31.3,78,1.6,70,0.5,69,0.5,71,0.1,75,69
2751,Tye Dorset,Merrimack,G,30,14.4,G,3.0,67,37.3,72,80.0,84,29.1,75,0.8,65,0.7,70,0.5,71,0.1,75,72
2752,Rodolfo Bolis,Eastern Illinois,F,31,18.9,F,3.0,69,33.9,62,37.2,60,0.0,66,4.0,78,1.2,82,1.2,96,0.5,78,73
2753,Zeke Cook,Louisiana,F,30,14.5,F,3.0,69,36.4,65,79.5,90,33.3,85,3.7,77,0.5,73,0.4,74,0.4,76,76
2754,Jack Whitbourn,UC Riverside,C,30,12.7,C,3.0,71,44.7,64,54.8,76,33.3,88,4.3,78,0.5,75,0.1,69,0.2,69,73
2755,Fredrick King,Creighton,C,29,6.6,C,3.0,71,69.1,94,50.0,72,0.0,73,1.4,66,0.1,70,0.1,69,0.4,72,73
2756,Elijah Jones,UTEP,F,29,9.8,F,3.0,69,48.5,78,73.7,85,40.0,89,2.1,69,0.3,70,0.2,69,0.6,80,76
2757,Dylan James,Georgia,F,28,12.5,F,3.0,69,48.5,78,45.0,65,40.0,89,2.0,68,0.5,73,0.3,72,0.5,78,74
2758,Mohamed Wague,Oklahoma,F,28,9.9,F,3.0,69,72.7,99,63.3,78,0.0,66,2.5,71,0.5,73,0.9,88,0.3,74,77
2759,Chris Mubiru,Northwestern State,G,28,11.6,G,3.0,67,44.1,83,78.6,83,33.3,80,1.8,72,0.4,68,0.2,65,0.1,75,74
2760,Shakir Odunewu,Cal State Bakersfield,C,27,9.1,C,3.0,71,46.0,66,59.4,79,33.3,88,2.6,71,0.1,70,0.1,69,0.1,68,72
2761,Trevor Mullin,Yale,G,26,11.3,G,3.0,67,38.4,74,90.9,93,27.5,73,1.2,67,0.8,71,0.3,67,0.0,71,72
2762,Myles Wilmoth,Siena,F,25,17.0,F,3.0,69,31.9,60,71.9,84,29.2,82,3.6,76,0.7,76,0.5,77,1.6,99,77
2763,Jorge Moreno,Southern Illinois,F,25,7.6,F,3.0,69,61.7,93,57.1,73,0.0,66,2.6,71,0.4,72,0.3,72,0.2,71,73
2764,Judson Martindale,Cal State Northridge,F,22,9.3,F,3.0,69,45.7,75,75.0,86,32.0,84,1.1,64,0.2,69,0.1,66,0.2,71,73
2765,Godswill Erheriene,Seton Hall,C,29,14.6,C,2.9,70,58.2,81,29.2,60,0.0,73,3.0,73,0.2,71,0.1,69,0.5,74,71
2766,Naz Brown,Coastal Carolina,G,29,14.8,G,2.9,67,32.4,64,71.8,77,28.1,74,1.5,69,1.2,74,0.6,74,0.0,71,71
2767,Jayden Williams,Bucknell,G,29,14.7,G,2.9,67,29.2,60,53.8,62,29.6,76,1.2,67,1.6,77,0.3,67,0.0,71,68
2768,Drissa Traore,Rhode Island,F,28,12.9,F,2.9,69,43.1,72,63.3,78,26.9,81,2.6,71,0.5,73,0.2,69,0.1,69,72
2769,Leigh Rickwood-Pitt,Northern Arizona,F,28,10.3,F,2.9,69,59.6,90,70.8,83,60.0,99,2.0,68,0.2,69,0.2,69,0.1,69,77
2770,Fischer Brown,Western Carolina,G,28,12.0,G,2.9,67,31.8,63,71.4,77,26.5,72,2.1,74,0.9,72,0.4,69,0.2,80,71
2771,Dennis Parker Jr.,NC State,G,27,12.3,G,2.9,67,37.5,73,41.7,60,25.0,70,2.3,75,0.7,70,0.4,69,0.6,97,72
2772,Jorge Diaz Graham,Pittsburgh,F,27,6.9,F,2.9,69,53.2,83,83.3,92,51.4,95,0.8,63,0.1,68,0.3,72,0.1,69,76
2773,Alexander Nwagha,Northeastern,F,26,13.0,F,2.9,69,61.4,92,37.5,60,0.0,66,2.8,72,0.8,77,0.5,77,0.8,84,74
2774,Cade Tyson,North Carolina,G,26,8.5,G,2.9,67,42.2,80,56.3,64,29.5,75,1.2,67,0.1,66,0.2,65,0.0,71,69
2775,AJ Swinton,Florida State,F,25,10.9,F,2.9,69,44.1,73,61.9,77,33.3,85,1.5,66,0.4,72,0.3,72,0.1,69,72
2776,Cam Cole,Navy,G,24,10.1,G,2.9,67,34.3,67,68.4,74,26.8,72,0.8,65,0.5,69,0.6,74,0.0,71,69
2777,Julen Iturbe,American,F,24,8.4,F,2.9,69,41.0,70,60.0,75,34.1,85,1.4,66,0.3,70,0.3,72,0.1,69,72
2778,Alfredo Addesa,Lehigh,F,24,8.6,F,2.9,69,39.0,68,61.9,77,33.3,85,2.1,69,0.3,70,0.1,66,0.3,74,72
2779,PJ Hayes IV,Rutgers,G,22,11.1,G,2.9,67,33.3,66,75.0,80,32.7,79,1.6,70,0.6,70,0.3,67,0.0,71,71
2780,Eric Morgan Jr.,Saint Peter's,G,21,8.9,G,2.9,67,34.6,68,70.0,76,34.4,81,0.7,64,0.5,69,0.4,69,0.0,71,70
2781,Hubertas Pivorius,Northern Kentucky,G,29,12.4,G,2.9,67,34.9,68,60.0,67,32.9,80,0.8,65,0.4,68,0.3,67,0.0,71,69
2782,Luke Wilson,Appalachian State,C,29,12.0,C,2.9,70,60.4,83,48.1,71,0.0,73,2.9,72,0.4,73,0.1,69,1.1,83,74
2783,KJ Debrick,Cleveland State,F,29,9.2,F,2.9,69,48.6,78,75.0,86,20.0,77,2.4,70,0.4,72,0.3,72,1.3,95,77
2784,Aiden Sherrell,Alabama,F,28,7.9,F,2.9,69,43.9,73,50.0,68,25.0,80,2.6,71,0.4,72,0.2,69,0.2,71,71
2785,Cory Wells,Utah Valley,F,26,13.0,F,2.9,69,41.1,70,61.9,77,10.0,71,1.8,67,0.8,77,0.7,82,0.7,82,74
2786,Ridvan Tutic,Maine,F,25,9.7,F,2.9,69,56.4,87,70.0,83,0.0,66,2.2,69,0.1,68,0.2,69,0.3,74,73
2787,Randarius Jones,Troy,C,25,9.0,C,2.9,70,62.2,85,51.6,73,0.0,73,2.0,69,0.3,72,0.2,73,0.6,75,73
2788,Aidan Shaw,Missouri,G,24,9.5,G,2.9,67,65.9,99,53.8,62,50.0,99,1.8,72,0.3,67,0.4,69,0.4,89,78
2789,Kris Parker,Villanova,G,23,10.8,G,2.9,67,45.1,85,57.7,65,21.7,66,1.6,70,0.5,69,0.2,65,0.2,80,70
2790,Marcus Allen,Missouri,G,23,10.0,G,2.9,67,43.6,83,88.2,91,40.0,88,2.2,74,0.5,69,0.4,69,0.0,71,76
2791,Jacob Conner,Dayton,F,23,12.0,F,2.9,69,40.7,70,61.1,76,29.7,83,1.1,64,0.3,70,0.3,72,0.2,71,71
2792,Andre Nunley,Southern,G,28,20.1,G,2.9,67,32.5,64,76.2,81,27.3,73,2.0,73,1.1,73,1.6,94,0.1,75,75
2793,Maurice Vassel,Maryland Eastern Shore,F,27,15.1,F,2.9,69,55.0,85,42.3,63,0.0,66,2.5,71,0.4,72,0.2,69,0.4,76,71
2794,Petar Majstorovic,Syracuse,F,27,13.7,F,2.9,69,50.8,81,52.2,70,45.5,92,3.4,75,0.8,77,0.5,77,0.3,74,76
2795,Isaac Abidde,Cleveland State,F,26,8.7,F,2.8,69,45.3,75,64.3,79,36.8,87,1.5,66,0.3,70,0.4,74,0.2,71,73
2796,Jake Tavroff,Columbia,F,26,11.0,F,2.8,69,60.7,91,35.7,60,50.0,94,3.3,75,1.7,89,0.1,66,0.2,71,76
2797,Leon Nahar,Stony Brook,F,26,7.7,F,2.8,69,43.4,72,72.7,85,43.5,91,0.4,61,0.2,69,0.2,69,0.2,71,73
2798,Misha Bednostin,Lafayette,C,26,12.7,C,2.8,70,55.9,78,25.8,60,0.0,73,3.3,74,0.7,77,0.4,79,0.3,71,72
2799,Villiam Garcia Adsten,Drexel,G,31,14.4,G,2.8,67,38.2,74,53.3,62,26.1,71,2.2,74,0.7,70,0.3,67,0.4,89,71
2800,Kent Jackson,Jacksonville,G,29,11.1,G,2.8,67,32.5,64,80.0,84,33.3,80,0.6,63,0.5,69,0.3,67,0.0,71,70
2801,Brendan Mykalcio,Gardner-Webb,G,23,10.6,G,2.8,67,55.3,99,59.1,67,0.0,60,2.7,78,0.5,69,0.3,67,0.1,75,72
2802,Xavier Sykes,Southern Utah,G,23,7.7,G,2.8,67,35.9,70,75.0,80,32.3,79,0.8,65,0.6,70,0.4,69,0.0,71,71
2803,Jojo Anderson,Idaho,G,28,15.7,G,2.8,67,28.8,60,76.3,81,21.1,65,1.3,68,1.6,77,0.4,69,0.1,75,70
2804,David Tubek,Seton Hall,F,22,10.9,F,2.8,69,37.0,65,73.7,85,36.4,87,1.9,68,0.3,70,0.5,77,0.2,71,74
2805,Isaiah Caldwell,Army,G,27,20.4,G,2.8,67,33.3,66,58.8,66,17.6,61,2.8,78,0.9,72,0.9,80,0.1,75,70
2806,Nate Guerengomba,UMass,G,26,11.1,G,2.8,67,26.1,60,90.9,93,17.9,61,1.3,68,0.3,67,0.1,63,0.1,75,69
2807,AD Diedhiou,UL Monroe,F,31,17.8,F,2.8,69,50.0,80,53.6,71,0.0,66,4.0,78,0.9,78,0.4,74,0.5,78,74
2808,Jake Ensminger,Santa Clara,G,30,19.6,G,2.8,67,34.1,67,64.7,71,22.8,67,5.5,97,2.0,80,0.5,71,0.1,75,74
2809,Carnegie Johnson,Navy,G,30,8.6,G,2.8,67,36.5,71,58.3,66,34.1,81,0.9,65,0.8,71,0.3,67,0.1,75,70
2810,Cameron McNamee,Dartmouth,G,25,9.0,G,2.8,67,41.4,79,80.0,84,28.6,74,1.8,72,0.5,69,0.3,67,0.0,71,72
2811,Stefano Faloppa,UT Martin,F,25,10.8,F,2.8,69,54.5,85,77.8,88,20.0,77,2.4,70,0.7,76,0.4,74,0.2,71,76
2812,Jaedyn Brown,Idaho State,G,24,5.3,G,2.8,67,38.3,74,66.7,73,33.3,80,1.3,68,0.3,67,0.3,67,0.0,71,70
2813,Todd Jones,Portland,F,24,10.8,F,2.8,69,49.0,79,62.1,77,25.0,80,2.5,71,0.6,74,0.3,72,0.7,82,75
2814,Yaniel Rivera,Abilene Christian,G,28,13.1,G,2.8,67,31.3,62,70.0,76,30.2,76,1.4,69,1.0,73,0.7,76,0.0,71,71
2815,Dominick Stewart,Penn State,G,23,8.1,G,2.8,67,36.9,72,54.5,63,27.8,73,1.1,67,0.4,68,0.5,71,0.1,75,69
2816,Dior Johnson,UCF,G,27,7.8,G,2.8,67,43.5,82,94.4,96,28.6,74,1.0,66,0.9,72,0.3,67,0.0,71,74
2817,Jaylen Colon,Alabama A&M,G,27,9.6,G,2.8,67,31.6,63,83.3,87,32.8,79,1.2,67,1.1,73,0.4,69,0.0,71,72
2818,Noah Williams,James Madison,G,29,10.8,G,2.8,67,33.7,66,69.2,75,24.0,69,2.0,73,0.4,68,0.4,69,0.1,75,70
2819,Jerrell Colbert,SMU,F,29,8.9,F,2.8,69,62.8,94,68.4,82,0.0,66,2.0,68,0.3,70,0.4,74,0.8,84,75
2820,Dylan Saunders,New Hampshire,F,29,12.2,F,2.8,69,38.8,67,66.7,80,37.3,87,1.2,65,0.3,70,0.3,72,0.2,71,72
2821,Pape N'Diaye,UNLV,F,28,13.4,F,2.8,69,61.5,92,76.9,88,42.9,90,3.8,77,0.1,68,0.1,66,1.1,90,80
2822,Joshua DeCady,Hofstra,F,24,9.5,F,2.8,69,53.5,84,58.1,74,25.0,80,1.7,67,0.1,68,0.4,74,0.3,74,73
2823,James Morrow,South Carolina State,F,27,10.3,F,2.7,69,32.9,61,83.3,92,7.7,70,2.4,70,0.6,74,0.1,66,0.3,74,72
2824,Isaiah West,Samford,G,29,12.2,G,2.7,66,49.2,92,77.8,82,28.0,74,1.6,70,0.7,70,1.2,86,0.0,71,76
2825,Kachi Nzeh,Penn State,F,28,11.5,F,2.7,69,61.1,92,55.6,72,0.0,66,2.2,69,0.0,66,0.1,66,0.3,74,71
2826,Angok Anyang,Alabama A&M,F,24,8.9,F,2.7,69,43.9,73,86.7,95,25.0,80,1.7,67,0.5,73,0.3,72,0.0,67,74
2827,Jayden Mott,Northern Illinois,F,27,10.7,F,2.7,69,60.9,92,42.4,63,60.0,99,2.0,68,0.3,70,0.4,74,0.1,69,75
